DateTime,Order ID,Customer ID,Product ID,Product Name,Product Category,Units (Placed Orders),Price Per Unit (MYR),Sales (Placed Orders) (MYR),Payment Method,Discounts Applied (MYR),Shipping Costs (MYR),Order Status,Revenue (MYR)
2023-07-02 15:52:00,OR202307001071,8914227399,7357915,Fast Charging Power Bank,Electronics,4,13.76,55.04,E-wallet,0,10.12,Pending,65.16
2023-07-11 19:02:00,OR202307001072,8874351904,7333773,Disposable 3-Ply Face Masks,Health & Beauty,2,8.6,17.2,E-wallet,0,14.15,Pending,31.35
2023-07-28 04:01:00,OR202307001073,8179141885,7378185,Foldable Fabric Storage Box,Home & Living,4,17.2,68.8,Credit Card,0,6.36,Completed,75.16
2023-07-04 10:02:00,OR202307001074,8650768193,7313401,Disposable 3-Ply Face Masks,Health & Beauty,3,8.6,25.8,Bank Transfer,0,6.39,Pending,32.19
2023-07-25 15:29:00,OR202307001075,8783137465,7328207,Disposable 3-Ply Face Masks,Health & Beauty,2,8.6,17.2,E-wallet,0,12.01,Pending,29.21
2023-07-26 10:35:00,OR202307001076,8384438432,7306142,Ergonomic Wireless Mouse,Electronics,1,13.76,13.76,Credit Card,0,14.11,Return,27.87
2023-07-01 08:49:00,OR202307001077,8083019605,7308785,Educational Wooden Puzzle Set,Toys & Hobbies,1,4.3,4.3,E-wallet,0,8.16,Pending,12.46
2023-07-27 00:28:00,OR202307001078,8108465527,7390446,Trendy Waist Bag,Women's Fashion,3,10.32,30.96,Credit Card,0,6.69,Pending,37.65
2023-07-12 05:33:00,OR202307001079,8445586786,7320959,Disposable 3-Ply Face Masks,Health & Beauty,3,8.6,25.8,Credit Card,0.59,10.77,Pending,35.98
2023-07-14 14:09:00,OR202307001080,8715852820,7332596,Space-Saving Wardrobe Organizer,Home & Living,3,17.2,51.6,Credit Card,2.97,8.34,Pending,56.97
2023-07-16 08:06:00,OR202307001081,8529014495,7388845,Trendy Waist Bag,Women's Fashion,2,10.32,20.64,E-wallet,0.82,11.82,Completed,31.64
2023-07-01 14:36:00,OR202307001082,8998851285,7354819,Non-Stick Air Fryer,Home & Living,3,17.2,51.6,Credit Card,0,13.58,Completed,65.18
2023-07-16 21:42:00,OR202307001083,8565002301,7323503,Disposable 3-Ply Face Masks,Health & Beauty,4,8.6,34.4,E-wallet,0,10.74,Completed,45.14
2023-07-10 19:46:00,OR202307001084,8917513786,7358960,Fast Charging Power Bank,Electronics,3,13.76,41.28,Bank Transfer,2.36,6.36,Pending,45.28
2023-07-01 07:20:00,OR202307001085,8573840318,7322976,Trendy Waist Bag,Women's Fashion,5,10.32,51.6,Bank Transfer,0,10.34,Return,61.94
2023-07-11 22:55:00,OR202307001086,8513278669,7305075,Educational Wooden Puzzle Set,Toys & Hobbies,2,4.3,8.6,Bank Transfer,0,13.52,Return,22.12
2023-07-25 03:57:00,OR202307001087,8866891411,7320122,Fast Charging Power Bank,Electronics,1,13.76,13.76,Bank Transfer,0,10.05,Completed,23.81
2023-07-21 15:14:00,OR202307001088,8757470956,7354385,Foldable Fabric Storage Box,Home & Living,5,17.2,86,Bank Transfer,0,11.94,Pending,97.94
2023-07-15 19:58:00,OR202307001089,8711648332,7365271,Foldable Fabric Storage Box,Home & Living,1,17.2,17.2,Credit Card,1.45,9.72,Pending,25.47
2023-07-06 06:05:00,OR202307001090,8217223433,7365174,Trendy Waist Bag,Women's Fashion,2,10.32,20.64,Bank Transfer,0,5.22,Pending,25.86
2023-07-14 04:37:00,OR202307001091,8456331878,7397999,Disposable 3-Ply Face Masks,Health & Beauty,4,8.6,34.4,Credit Card,0,7.36,Return,41.76
2023-07-07 07:20:00,OR202307001092,8295401885,7327325,Disposable 3-Ply Face Masks,Health & Beauty,3,8.6,25.8,Credit Card,0,11.47,Return,37.27
2023-07-08 15:20:00,OR202307001093,8383706140,7375621,Non-Stick Air Fryer,Home & Living,4,17.2,68.8,Bank Transfer,0,7.79,Completed,76.59
2023-07-15 16:49:00,OR202307001094,8218074317,7364154,Foldable Fabric Storage Box,Home & Living,5,17.2,86,Bank Transfer,0,10.64,Pending,96.64
2023-07-18 02:33:00,OR202307001095,8526592201,7341359,Trendy Waist Bag,Women's Fashion,3,10.32,30.96,Bank Transfer,0,6.82,Completed,37.78
2023-07-20 02:29:00,OR202307001096,8227963960,7399053,Fast Charging Power Bank,Electronics,2,13.76,27.52,E-wallet,2.87,14.91,Pending,39.56
2023-07-27 20:38:00,OR202307001097,8800996461,7335059,Space-Saving Wardrobe Organizer,Home & Living,5,17.2,86,Credit Card,0,11.41,Completed,97.41
2023-07-28 12:36:00,OR202307001098,8632704178,7311143,Space-Saving Wardrobe Organizer,Home & Living,1,17.2,17.2,Bank Transfer,1.47,7.89,Pending,23.62
2023-07-11 17:20:00,OR202307001099,8709804218,7367634,Trendy Waist Bag,Women's Fashion,1,10.32,10.32,Credit Card,2.37,14.18,Pending,22.13
2023-07-23 06:12:00,OR202307001100,8705967014,7329161,Fast Charging Power Bank,Electronics,3,13.76,41.28,Bank Transfer,0,6.09,Pending,47.37
2023-07-10 11:05:00,OR202307001101,8940351509,7395282,Fast Charging Power Bank,Electronics,1,13.76,13.76,Bank Transfer,2.27,9.33,Pending,20.82
2023-07-12 17:35:00,OR202307001102,8279016336,7390679,Educational Wooden Puzzle Set,Toys & Hobbies,2,4.3,8.6,Credit Card,0,13.14,Completed,21.74
2023-07-10 08:10:00,OR202307001103,8629645972,7372533,Ergonomic Wireless Mouse,Electronics,5,13.76,68.8,Bank Transfer,0,5.79,Return,74.59
2023-07-12 04:06:00,OR202307001104,8400788374,7363869,Trendy Waist Bag,Women's Fashion,2,10.32,20.64,E-wallet,0,10.94,Completed,31.58
2023-07-17 15:07:00,OR202307001105,8540874560,7390027,Disposable 3-Ply Face Masks,Health & Beauty,4,8.6,34.4,Credit Card,2.92,11.93,Completed,43.41
2023-07-02 04:42:00,OR202307001106,8783437890,7322601,Ergonomic Wireless Mouse,Electronics,2,13.76,27.52,E-wallet,0,9.09,Return,36.61
2023-07-23 20:20:00,OR202307001107,8810998932,7390387,Non-Stick Air Fryer,Home & Living,5,17.2,86,E-wallet,0,13.13,Return,99.13
2023-07-23 07:29:00,OR202307001108,8124001584,7390876,Trendy Waist Bag,Women's Fashion,2,10.32,20.64,E-wallet,0,5.38,Completed,26.02
2023-07-18 00:05:00,OR202307001109,8649493908,7320614,Fast Charging Power Bank,Electronics,1,13.76,13.76,Bank Transfer,0,13.73,Pending,27.49
2023-07-24 23:03:00,OR202307001110,8379991070,7344696,Ergonomic Wireless Mouse,Electronics,2,13.76,27.52,Credit Card,2.11,7.63,Return,33.04
2023-07-23 22:27:00,OR202307001111,8241173711,7353627,Disposable 3-Ply Face Masks,Health & Beauty,4,8.6,34.4,Bank Transfer,0,6.09,Return,40.49
2023-07-13 05:49:00,OR202307001112,8848770497,7312313,Disposable 3-Ply Face Masks,Health & Beauty,4,8.6,34.4,Bank Transfer,0.96,6.18,Pending,39.62
2023-07-14 22:03:00,OR202307001113,8697346930,7348499,Fast Charging Power Bank,Electronics,5,13.76,68.8,Credit Card,0,10.82,Pending,79.62
2023-07-14 00:43:00,OR202307001114,8491697576,7300801,Trendy Waist Bag,Women's Fashion,4,10.32,41.28,Credit Card,0,13.13,Completed,54.41
2023-07-12 04:02:00,OR202307001115,8737366617,7341532,Non-Stick Air Fryer,Home & Living,5,17.2,86,Credit Card,0,8.75,Pending,94.75
2023-07-13 08:58:00,OR202307001116,8323732544,7347652,Ergonomic Wireless Mouse,Electronics,3,13.76,41.28,Bank Transfer,0,10.92,Return,52.2
2023-08-26 13:28:00,OR202308001117,8774663009,7333031,Trendy Waist Bag,Women's Fashion,4,10.56,42.24,Credit Card,0,9.33,Return,51.57
2023-08-25 23:46:00,OR202308001118,8007319480,7306499,Non-Stick Air Fryer,Home & Living,1,17.6,17.6,E-wallet,0,5.42,Return,23.02
2023-08-16 03:06:00,OR202308001119,8925101881,7381542,Disposable 3-Ply Face Masks,Health & Beauty,4,8.8,35.2,Bank Transfer,0,12.79,Completed,47.99
2023-08-16 00:39:00,OR202308001120,8405796530,7392973,Non-Stick Air Fryer,Home & Living,2,17.6,35.2,Bank Transfer,2.1,10.36,Pending,43.46
2023-08-13 01:50:00,OR202308001121,8497193307,7318928,Disposable 3-Ply Face Masks,Health & Beauty,4,8.8,35.2,Bank Transfer,0,8.07,Pending,43.27
2023-08-11 06:20:00,OR202308001122,8241123953,7343340,Fast Charging Power Bank,Electronics,3,14.08,42.24,Credit Card,2.77,13.67,Completed,53.14
2023-08-15 22:52:00,OR202308001123,8686140393,7367837,Foldable Fabric Storage Box,Home & Living,2,17.6,35.2,Bank Transfer,0,10.27,Return,45.47
2023-08-07 02:31:00,OR202308001124,8981694104,7350675,Fast Charging Power Bank,Electronics,2,14.08,28.16,Bank Transfer,1.71,14.55,Completed,41
2023-08-18 10:36:00,OR202308001125,8593454068,7365096,Trendy Waist Bag,Women's Fashion,1,10.56,10.56,E-wallet,0,6.48,Completed,17.04
2023-08-21 01:52:00,OR202308001126,8072958712,7316874,Space-Saving Wardrobe Organizer,Home & Living,1,17.6,17.6,E-wallet,0,12.82,Return,30.42
2023-08-18 04:22:00,OR202308001127,8231365068,7379077,Trendy Waist Bag,Women's Fashion,1,10.56,10.56,Bank Transfer,0,12.43,Pending,22.99
2023-08-11 20:25:00,OR202308001128,8536108383,7339872,Foldable Fabric Storage Box,Home & Living,4,17.6,70.4,E-wallet,0,6.59,Pending,76.99
2023-08-22 07:30:00,OR202308001129,8549008961,7368173,Trendy Waist Bag,Women's Fashion,1,10.56,10.56,Credit Card,0,12.12,Return,22.68
2023-08-16 19:38:00,OR202308001130,8376859439,7300814,Fast Charging Power Bank,Electronics,3,14.08,42.24,E-wallet,0,14.23,Return,56.47
2023-08-06 17:05:00,OR202308001131,8312506640,7371635,Fast Charging Power Bank,Electronics,4,14.08,56.32,E-wallet,0,5.41,Return,61.73
2023-08-01 20:05:00,OR202308001132,8472997185,7378411,Educational Wooden Puzzle Set,Toys & Hobbies,2,4.4,8.8,Bank Transfer,0,6.75,Return,15.55
2023-08-17 06:17:00,OR202308001133,8031157541,7337292,Space-Saving Wardrobe Organizer,Home & Living,4,17.6,70.4,Bank Transfer,0,9.3,Return,79.7
2023-08-28 14:44:00,OR202308001134,8529808430,7366403,Ergonomic Wireless Mouse,Electronics,4,14.08,56.32,Bank Transfer,0,9.77,Completed,66.09
2023-08-11 14:30:00,OR202308001135,8333702750,7395554,Non-Stick Air Fryer,Home & Living,4,17.6,70.4,Credit Card,0,6.67,Completed,77.07
2023-08-22 18:02:00,OR202308001136,8731060106,7302534,Space-Saving Wardrobe Organizer,Home & Living,4,17.6,70.4,Bank Transfer,0,5.97,Completed,76.37
2023-08-09 06:43:00,OR202308001137,8099086657,7319553,Trendy Waist Bag,Women's Fashion,1,10.56,10.56,E-wallet,0,10.4,Return,20.96
2023-08-17 15:47:00,OR202308001138,8490823702,7337217,Disposable 3-Ply Face Masks,Health & Beauty,5,8.8,44,E-wallet,0,10.11,Pending,54.11
2023-08-27 13:27:00,OR202308001139,8455375334,7397080,Educational Wooden Puzzle Set,Toys & Hobbies,5,4.4,22,Credit Card,0,12.11,Completed,34.11
2023-08-18 14:18:00,OR202308001140,8930234211,7362773,Space-Saving Wardrobe Organizer,Home & Living,2,17.6,35.2,E-wallet,0,8.78,Completed,43.98
2023-08-15 03:01:00,OR202308001141,8636609271,7397370,Disposable 3-Ply Face Masks,Health & Beauty,4,8.8,35.2,Bank Transfer,0.6,10.89,Completed,45.49
2023-08-07 16:02:00,OR202308001142,8574357439,7339034,Non-Stick Air Fryer,Home & Living,2,17.6,35.2,Bank Transfer,2.17,7.51,Return,40.54
2023-08-13 17:31:00,OR202308001143,8617952625,7331278,Non-Stick Air Fryer,Home & Living,2,17.6,35.2,Credit Card,0,14.45,Return,49.65
2023-08-28 01:38:00,OR202308001144,8206104308,7342743,Disposable 3-Ply Face Masks,Health & Beauty,1,8.8,8.8,E-wallet,0,12.36,Pending,21.16
2023-08-13 15:18:00,OR202308001145,8526579116,7324532,Trendy Waist Bag,Women's Fashion,3,10.56,31.68,E-wallet,0,14.28,Return,45.96
2023-08-19 11:14:00,OR202308001146,8166341444,7335703,Trendy Waist Bag,Women's Fashion,2,10.56,21.12,Bank Transfer,0,9.3,Pending,30.42
2023-08-09 07:09:00,OR202308001147,8348296777,7332664,Disposable 3-Ply Face Masks,Health & Beauty,2,8.8,17.6,Bank Transfer,0,12.48,Completed,30.08
2023-08-01 02:32:00,OR202308001148,8748682967,7345315,Space-Saving Wardrobe Organizer,Home & Living,1,17.6,17.6,Credit Card,0,14.19,Pending,31.79
2023-08-25 04:14:00,OR202308001149,8559155354,7361741,Disposable 3-Ply Face Masks,Health & Beauty,4,8.8,35.2,Credit Card,0,6.35,Completed,41.55
2023-08-08 15:22:00,OR202308001150,8079550788,7353436,Trendy Waist Bag,Women's Fashion,1,10.56,10.56,E-wallet,0,10.63,Pending,21.19
2023-08-05 02:52:00,OR202308001151,8006131505,7381768,Trendy Waist Bag,Women's Fashion,1,10.56,10.56,E-wallet,0,12.6,Pending,23.16
2023-08-16 11:35:00,OR202308001152,8913526120,7390402,Space-Saving Wardrobe Organizer,Home & Living,4,17.6,70.4,Bank Transfer,0,11.28,Pending,81.68
2023-08-27 12:33:00,OR202308001153,8784862780,7341182,Foldable Fabric Storage Box,Home & Living,1,17.6,17.6,Credit Card,0,8.33,Return,25.93
2023-08-04 07:58:00,OR202308001154,8062346261,7318720,Non-Stick Air Fryer,Home & Living,5,17.6,88,Credit Card,1.76,12.79,Completed,99.03
2023-08-05 15:24:00,OR202308001155,8980451130,7376584,Space-Saving Wardrobe Organizer,Home & Living,4,17.6,70.4,Bank Transfer,2.34,11.37,Completed,79.43
2023-08-09 14:04:00,OR202308001156,8110208752,7361027,Ergonomic Wireless Mouse,Electronics,3,14.08,42.24,Credit Card,0.65,8.19,Completed,49.78
2023-08-02 13:34:00,OR202308001157,8759055685,7387132,Fast Charging Power Bank,Electronics,4,14.08,56.32,Credit Card,1.96,9.65,Pending,64.01
2023-08-15 11:11:00,OR202308001158,8887221685,7329654,Disposable 3-Ply Face Masks,Health & Beauty,5,8.8,44,E-wallet,0,10.58,Pending,54.58
2023-08-08 23:30:00,OR202308001159,8998081382,7342316,Space-Saving Wardrobe Organizer,Home & Living,5,17.6,88,Credit Card,0,14.36,Return,102.36
2023-08-22 14:54:00,OR202308001160,8259769950,7329483,Space-Saving Wardrobe Organizer,Home & Living,3,17.6,52.8,Credit Card,0,12.5,Return,65.3
2023-08-16 10:32:00,OR202308001161,8146136060,7335303,Disposable 3-Ply Face Masks,Health & Beauty,3,8.8,26.4,Credit Card,0,11.84,Return,38.24
2023-08-23 23:15:00,OR202308001162,8883750253,7322164,Foldable Fabric Storage Box,Home & Living,3,17.6,52.8,Credit Card,0,13.12,Return,65.92
2023-08-01 17:11:00,OR202308001163,8038812488,7388437,Ergonomic Wireless Mouse,Electronics,3,14.08,42.24,E-wallet,0,10.62,Return,52.86
2023-08-07 09:22:00,OR202308001164,8738234813,7356201,Trendy Waist Bag,Women's Fashion,4,10.56,42.24,Bank Transfer,1,13.18,Completed,54.42
2023-08-08 07:26:00,OR202308001165,8712447766,7398461,Disposable 3-Ply Face Masks,Health & Beauty,2,8.8,17.6,Credit Card,0,8.42,Return,26.02
2023-08-25 21:16:00,OR202308001166,8253100114,7377286,Foldable Fabric Storage Box,Home & Living,2,17.6,35.2,Credit Card,2.66,11.62,Return,44.16
2023-08-27 21:03:00,OR202308001167,8260226306,7346639,Ergonomic Wireless Mouse,Electronics,5,14.08,70.4,Bank Transfer,0,8.36,Pending,78.76
2023-08-17 03:34:00,OR202308001168,8624275460,7366364,Ergonomic Wireless Mouse,Electronics,4,14.08,56.32,E-wallet,0.66,13.23,Completed,68.89
2023-08-19 22:31:00,OR202308001169,8183951936,7317207,Trendy Waist Bag,Women's Fashion,5,10.56,52.8,Credit Card,0,11.87,Return,64.67
2023-08-15 22:48:00,OR202308001170,8214188853,7378805,Trendy Waist Bag,Women's Fashion,3,10.56,31.68,Credit Card,0,9.8,Completed,41.48
2023-08-17 08:11:00,OR202308001171,8874016956,7351133,Fast Charging Power Bank,Electronics,4,14.08,56.32,Credit Card,0,9.18,Return,65.5
2023-08-02 20:36:00,OR202308001172,8145209661,7352196,Space-Saving Wardrobe Organizer,Home & Living,2,17.6,35.2,E-wallet,1.03,5.33,Completed,39.5
2023-08-20 08:01:00,OR202308001173,8420607480,7339766,Fast Charging Power Bank,Electronics,5,14.08,70.4,E-wallet,0,7.91,Return,78.31
2023-08-14 16:56:00,OR202308001174,8470716821,7331272,Disposable 3-Ply Face Masks,Health & Beauty,2,8.8,17.6,E-wallet,0,13.24,Pending,30.84
2023-08-17 01:29:00,OR202308001175,8139775142,7334416,Fast Charging Power Bank,Electronics,3,14.08,42.24,Bank Transfer,0,9.77,Return,52.01
2023-08-06 04:28:00,OR202308001176,8050179969,7332298,Ergonomic Wireless Mouse,Electronics,4,14.08,56.32,E-wallet,0,13.47,Pending,69.79
2023-08-25 11:04:00,OR202308001177,8024514623,7303554,Disposable 3-Ply Face Masks,Health & Beauty,1,8.8,8.8,Bank Transfer,0,6.63,Return,15.43
2023-08-21 17:00:00,OR202308001178,8538584910,7305295,Foldable Fabric Storage Box,Home & Living,3,17.6,52.8,Credit Card,0,7.13,Completed,59.93
2023-09-28 23:30:00,OR202309001179,8862848416,7350760,Trendy Waist Bag,Women's Fashion,2,10.8,21.6,Bank Transfer,0,14.93,Completed,36.53
2023-09-18 07:59:00,OR202309001180,8938127463,7334827,Ergonomic Wireless Mouse,Electronics,5,14.4,72,Credit Card,0,8.75,Return,80.75
2023-09-24 11:16:00,OR202309001181,8006483700,7371621,Disposable 3-Ply Face Masks,Health & Beauty,3,9,27,Credit Card,1.33,10.44,Pending,36.11
2023-09-02 06:45:00,OR202309001182,8017655122,7377038,Fast Charging Power Bank,Electronics,1,14.4,14.4,Bank Transfer,0,14.69,Completed,29.09
2023-09-20 14:53:00,OR202309001183,8188940931,7356614,Non-Stick Air Fryer,Home & Living,1,18,18,Credit Card,2.62,9.92,Return,25.3
2023-09-13 17:38:00,OR202309001184,8235819371,7318800,Trendy Waist Bag,Women's Fashion,1,10.8,10.8,E-wallet,0,6.63,Completed,17.43
2023-09-20 19:22:00,OR202309001185,8012975772,7307459,Space-Saving Wardrobe Organizer,Home & Living,4,18,72,Bank Transfer,0,9.1,Completed,81.1
2023-09-09 09:34:00,OR202309001186,8002718157,7394476,Foldable Fabric Storage Box,Home & Living,1,18,18,Bank Transfer,0,14.03,Return,32.03
2023-09-02 07:22:00,OR202309001187,8998509974,7316865,Ergonomic Wireless Mouse,Electronics,1,14.4,14.4,E-wallet,0,12.34,Completed,26.74
2023-09-14 17:18:00,OR202309001188,8243671052,7337273,Fast Charging Power Bank,Electronics,1,14.4,14.4,E-wallet,0,10.63,Completed,25.03
2023-09-13 23:37:00,OR202309001189,8265360855,7320381,Ergonomic Wireless Mouse,Electronics,2,14.4,28.8,Bank Transfer,0.65,10.75,Pending,38.9
2023-09-02 00:40:00,OR202309001190,8601565855,7315652,Disposable 3-Ply Face Masks,Health & Beauty,3,9,27,Credit Card,1.34,14.56,Pending,40.22
2023-09-08 21:40:00,OR202309001191,8268047595,7377467,Trendy Waist Bag,Women's Fashion,2,10.8,21.6,E-wallet,0,9.23,Pending,30.83
2023-09-08 11:34:00,OR202309001192,8830084543,7395371,Ergonomic Wireless Mouse,Electronics,3,14.4,43.2,Credit Card,0,7.98,Completed,51.18
2023-09-25 20:35:00,OR202309001193,8444645275,7382208,Foldable Fabric Storage Box,Home & Living,2,18,36,Bank Transfer,0,12.17,Pending,48.17
2023-09-21 11:38:00,OR202309001194,8137883872,7353767,Ergonomic Wireless Mouse,Electronics,2,14.4,28.8,E-wallet,0,10.22,Completed,39.02
2023-09-07 21:54:00,OR202309001195,8110567583,7322331,Foldable Fabric Storage Box,Home & Living,1,18,18,Credit Card,0,9.16,Return,27.16
2023-09-22 17:08:00,OR202309001196,8113406136,7345480,Foldable Fabric Storage Box,Home & Living,1,18,18,Credit Card,0,6.66,Completed,24.66
2023-09-05 01:55:00,OR202309001197,8171230496,7369994,Foldable Fabric Storage Box,Home & Living,5,18,90,Credit Card,0,13.92,Return,103.92
2023-09-04 05:57:00,OR202309001198,8040251167,7342769,Disposable 3-Ply Face Masks,Health & Beauty,4,9,36,E-wallet,0,8.27,Return,44.27
2023-09-06 17:21:00,OR202309001199,8989665296,7310193,Fast Charging Power Bank,Electronics,3,14.4,43.2,Bank Transfer,0,11.43,Pending,54.63
2023-09-21 12:42:00,OR202309001200,8475048365,7319974,Disposable 3-Ply Face Masks,Health & Beauty,3,9,27,E-wallet,0,6.77,Pending,33.77
2023-09-28 19:29:00,OR202309001201,8465391237,7382397,Foldable Fabric Storage Box,Home & Living,2,18,36,Credit Card,0,12.83,Completed,48.83
2023-09-04 09:42:00,OR202309001202,8317822278,7316824,Fast Charging Power Bank,Electronics,1,14.4,14.4,Credit Card,0,9.81,Pending,24.21
2023-09-12 21:09:00,OR202309001203,8348349463,7345109,Non-Stick Air Fryer,Home & Living,5,18,90,Bank Transfer,0,7.22,Pending,97.22
2023-09-13 22:16:00,OR202309001204,8047580345,7362656,Trendy Waist Bag,Women's Fashion,4,10.8,43.2,Bank Transfer,0,9.86,Completed,53.06
2023-09-20 16:20:00,OR202309001205,8732918402,7337186,Foldable Fabric Storage Box,Home & Living,1,18,18,Credit Card,0,12.96,Pending,30.96
2023-09-27 01:44:00,OR202309001206,8508947008,7309846,Trendy Waist Bag,Women's Fashion,2,10.8,21.6,Credit Card,1.6,13.64,Completed,33.64
2023-09-10 13:03:00,OR202309001207,8730496906,7342986,Fast Charging Power Bank,Electronics,2,14.4,28.8,E-wallet,0,5.75,Pending,34.55
2023-09-16 01:23:00,OR202309001208,8827773961,7362597,Space-Saving Wardrobe Organizer,Home & Living,5,18,90,Credit Card,0,9.54,Completed,99.54
2023-09-03 16:00:00,OR202309001209,8403611911,7338469,Disposable 3-Ply Face Masks,Health & Beauty,2,9,18,E-wallet,0,9.5,Return,27.5
2023-09-20 21:36:00,OR202309001210,8851653741,7350573,Disposable 3-Ply Face Masks,Health & Beauty,3,9,27,Credit Card,2.96,13.45,Return,37.49
2023-09-07 16:02:00,OR202309001211,8824054129,7378912,Trendy Waist Bag,Women's Fashion,3,10.8,32.4,E-wallet,0,5.94,Pending,38.34
2023-09-03 00:44:00,OR202309001212,8207658375,7395158,Fast Charging Power Bank,Electronics,1,14.4,14.4,Credit Card,0,7.48,Return,21.88
2023-09-01 09:23:00,OR202309001213,8540833374,7360704,Ergonomic Wireless Mouse,Electronics,4,14.4,57.6,E-wallet,0,11.28,Completed,68.88
2023-09-01 00:58:00,OR202309001214,8608268310,7322675,Trendy Waist Bag,Women's Fashion,3,10.8,32.4,Bank Transfer,0,11.92,Completed,44.32
2023-09-10 03:39:00,OR202309001215,8514247377,7356355,Ergonomic Wireless Mouse,Electronics,1,14.4,14.4,E-wallet,0,8.95,Completed,23.35
2023-09-26 02:18:00,OR202309001216,8762907360,7324791,Non-Stick Air Fryer,Home & Living,4,18,72,E-wallet,0,8.56,Return,80.56
2023-09-25 21:06:00,OR202309001217,8166088306,7343626,Trendy Waist Bag,Women's Fashion,4,10.8,43.2,Credit Card,0,12.51,Completed,55.71
2023-09-17 11:37:00,OR202309001218,8165473855,7342108,Space-Saving Wardrobe Organizer,Home & Living,3,18,54,Credit Card,0,12.21,Return,66.21
2023-09-09 06:16:00,OR202309001219,8732594012,7345610,Educational Wooden Puzzle Set,Toys & Hobbies,5,4.5,22.5,Credit Card,0,11.83,Completed,34.33
2023-09-07 06:17:00,OR202309001220,8051164672,7325020,Disposable 3-Ply Face Masks,Health & Beauty,3,9,27,Bank Transfer,2.37,5.8,Pending,30.43
2023-09-05 00:17:00,OR202309001221,8307182121,7302402,Trendy Waist Bag,Women's Fashion,5,10.8,54,Credit Card,0,11.67,Return,65.67
2023-09-12 00:01:00,OR202309001222,8029855095,7320485,Disposable 3-Ply Face Masks,Health & Beauty,2,9,18,Bank Transfer,1.8,8.36,Pending,24.56
2023-09-22 06:10:00,OR202309001223,8114849438,7305260,Space-Saving Wardrobe Organizer,Home & Living,5,18,90,E-wallet,1.2,12.06,Pending,100.86
2023-09-10 12:42:00,OR202309001224,8822259989,7390175,Disposable 3-Ply Face Masks,Health & Beauty,4,9,36,Bank Transfer,0,10.99,Return,46.99
2023-09-01 00:17:00,OR202309001225,8902072399,7395897,Fast Charging Power Bank,Electronics,1,14.4,14.4,Bank Transfer,1.35,6.15,Pending,19.2
2023-09-23 07:37:00,OR202309001226,8355668766,7384994,Space-Saving Wardrobe Organizer,Home & Living,4,18,72,Credit Card,0.75,5.11,Pending,76.36
2023-09-08 01:58:00,OR202309001227,8558881605,7391958,Ergonomic Wireless Mouse,Electronics,1,14.4,14.4,E-wallet,0,9.48,Completed,23.88
2023-09-10 18:55:00,OR202309001228,8032810218,7319058,Space-Saving Wardrobe Organizer,Home & Living,5,18,90,Credit Card,0,7.9,Completed,97.9
2023-09-04 19:05:00,OR202309001229,8973474603,7300047,Fast Charging Power Bank,Electronics,2,14.4,28.8,Bank Transfer,0,14.87,Pending,43.67
2023-09-14 05:55:00,OR202309001230,8088517306,7392825,Disposable 3-Ply Face Masks,Health & Beauty,5,9,45,E-wallet,0,12.19,Return,57.19
2023-09-03 16:33:00,OR202309001231,8475397758,7384930,Disposable 3-Ply Face Masks,Health & Beauty,4,9,36,Credit Card,1.45,11.22,Completed,45.77
2023-09-28 21:19:00,OR202309001232,8483317897,7317519,Foldable Fabric Storage Box,Home & Living,3,18,54,Bank Transfer,0,12.59,Pending,66.59
2023-09-07 08:51:00,OR202309001233,8417932295,7359689,Fast Charging Power Bank,Electronics,5,14.4,72,Bank Transfer,0,5.85,Completed,77.85
2023-09-17 21:02:00,OR202309001234,8405492554,7314789,Non-Stick Air Fryer,Home & Living,5,18,90,E-wallet,0,7.05,Return,97.05
2023-09-10 20:03:00,OR202309001235,8327112313,7324228,Non-Stick Air Fryer,Home & Living,2,18,36,Bank Transfer,0,9.12,Completed,45.12
2023-09-04 17:36:00,OR202309001236,8955229513,7390876,Ergonomic Wireless Mouse,Electronics,5,14.4,72,Bank Transfer,0,12.83,Completed,84.83
2023-09-07 09:04:00,OR202309001237,8991854927,7389772,Fast Charging Power Bank,Electronics,2,14.4,28.8,Credit Card,0,11.96,Return,40.76
2023-09-08 00:49:00,OR202309001238,8301271498,7311150,Non-Stick Air Fryer,Home & Living,5,18,90,Credit Card,0,10.21,Completed,100.21
2023-09-26 04:09:00,OR202309001239,8704671064,7349251,Fast Charging Power Bank,Electronics,5,14.4,72,Bank Transfer,0,8.98,Return,80.98
2023-09-26 23:30:00,OR202309001240,8720834531,7342626,Trendy Waist Bag,Women's Fashion,2,10.8,21.6,Credit Card,0,5.79,Pending,27.39
2023-10-15 04:13:00,OR202310001241,8004844926,7356282,Educational Wooden Puzzle Set,Toys & Hobbies,4,4.6,18.4,Credit Card,2.1,5.74,Return,22.04
2023-10-04 03:21:00,OR202310001242,8292375749,7327750,Fast Charging Power Bank,Electronics,2,14.72,29.44,Bank Transfer,0,13.7,Return,43.14
2023-10-06 00:28:00,OR202310001243,8767685665,7319933,Trendy Waist Bag,Women's Fashion,1,11.04,11.04,E-wallet,0,11.03,Return,22.07
2023-10-07 04:31:00,OR202310001244,8204659562,7384709,Trendy Waist Bag,Women's Fashion,2,11.04,22.08,Bank Transfer,0,5.09,Completed,27.17
